Sentence,Label
"What's left in the house?Find as many containers in your kitchen as you can that are holding liquids, such as a bottle of milk or squash.Check how much liquid they hold when they are full (you should be able to find this on the packaging.)",Measuring capacity
"Estimate how much liquid is left in each container.If possible, use a measuring jug for each to check your estimates.",Measuring capacity
"Drinks timeUsing a measuring jug, make yourself a drink.",Measuring capacity
"For example, you could use the recipe below:½ litre orange juice50 ml cranberry juice200 ml water5 ml lemon juiceWhy not adapt this recipe to use the drinks you have at home?",Measuring capacity
Volume is the amount of space a 3D shape takes up.We measure volume in cubic centimetres (cm3) or cubic metres (m3).Capacity is the amount a shape or container can hold.We measure capacity in millilitres (ml) or litres (L).,Volume and capacity
One millilitre is the amount of liquid that would fill one centimetre cube.,Volume and capacity
Jacob has nine one centimetre cubes and builds a cuboid that measures 3cm by 3cm by 1cm.He makes two further cuboids the same size as this first one and stacks the three cuboids on top of one another as shown to make a cube.The cube measures 3cm by 3cm by 3cm.,Volume and capacity
How do we find the volume of the large cube?There are nine cubes on each layer and there are three layers.9 x 3 = 27 so Jacob has used 27 centimetre cubes to make the larger cube.,Volume and capacity
This can also be calculated by multiplying: 3 (the number of cubes along one edge) by3 (the number of cubes along another edge) by3 (the large cube is three cubes high).,Volume and capacity
If the volume of each small cube is 1cm3 then the volume of the larger cube is 27cm3.,Volume and capacity
What is the capacity of this cube in litres?,Volume and capacity
What is the volume of the cube?V = L x W x H so V = 10cm x 10cm x 10cmV = 1000cm3What is the capacity of the cube?We know that 1cm3 = 1ml.,Volume and capacity
We also know that the volume of this cube is 1000cm3 so this means that this cube will hold 1000ml of liquid.1000 millilitres = 1 litre so the capacity of this cube in litres = 1L.,Volume and capacity
"Height × width × depth = volumeIf the height, width and depth are measured in cm, the answer will be cm³.If the height, width and depth are measured in m, the answer will be m³",How to calculate volume
Volume is the amount of space a 3D shape takes up.A cubic cm block takes up 1 cubic cm.,What is volume?
"This is written as 1 cm³.You can work out the volume of a shape by multiplying height × width × depth.If the shape is made of cubic cm blocks, you can count the cubes to find the shape's volume.",What is volume?
"To calculate the area of a triangle, multiply the height by the width (this is also known as the 'base') then divide by 2.Find the area of a triangle where height = 5 cm and width = 8 cm.5 × 8 = 40 ÷ 2 = 20The area is 20cm².",How do you work out the area of a triangle?
Currency is the money that a country uses.,What is currency?
"In the UK, it's the pound.",What is currency?
Different countries have different currencies.,What is currency?
You can convert money from one currency to another so you can buy things if you go on holiday abroad for example.,What is currency?
In this lesson we will use our knowledge of place value to order and compare amounts of money.For some questions you may need to convert between pounds and pence.,Compare and order amounts of money
£1 = 100p.,Compare and order amounts of money
That means that when we convert from pounds to pence we x by 100 and when we convert from pence to pounds we ÷ by 100.,Compare and order amounts of money
"Is 428p greater than, less than or the same as £4.82?",Compare and order amounts of money
To compare the two amounts we need to convert both to the same unit of measure.,Compare and order amounts of money
"In this example, we are going to convert the pounds into pence.",Compare and order amounts of money
To go from pounds to pence we multiply by 100 so the calculation is 4.82 x 100.,Compare and order amounts of money
This place value chart can help us work out the answer.,Compare and order amounts of money
"When we multiply by 100, each of the digits moves 2 places to the left so we can see that 4.82 x 100 = 482.",Compare and order amounts of money
Now we have converted from pounds to pence the next step is to use our knowledge of place value to compare the two numbers.,Compare and order amounts of money
When we compare we start with the column furthest to the left.Both numbers have 4 hundreds so we move along to the tens.428p has 2 tens and 482p has 8 tens.,Compare and order amounts of money
8 tens are bigger than 2 tens so 482 is the bigger number.,Compare and order amounts of money
This means the completed statement is 428p < £4.82.,Compare and order amounts of money
In this slideshow we will compare 3 amounts of money and place the amounts in ascending order.,Compare and order amounts of money
Ordering moneyHave a go at ordering money in this quiz.,Compare and order amounts of money
It might help to convert some of the amounts on paper first before you try to place them in the correct order.,Compare and order amounts of money
It's much easier to add whole pounds in our head instead of adding pounds and pence.We can use our knowledge of rounding numbers to help us estimate costs.,Estimating money
Joe orders a slice of cake costing £3.80.What is £3.80 rounded to the nearest pound?We're going to use a number line to see if £3.80 should be rounded up or rounded down.,Estimating money
This number line has been labelled with the nearest pounds on either end and each mark on the number line represents 10p.,Estimating money
To round £3.80 to the nearest pound we place it on a number line.Whichever whole number it is closer to on the number line is the number we round it to.,Estimating money
You could also look at the tenths column to decide if you should round up or round down.,Estimating money
If the number in the tenths column is 5 or bigger then you round up.If the number in the tenths column is 4 or less then you round down.,Estimating money
There are 8 tenths in £3.80 so we round up.,Estimating money
If Joe's cake had cost £2.49 or less we would round down.,Estimating money
"Knowing how to estimate costs is useful when we are shopping and need to check if we have enough money.Joe is shopping for food for his packed lunch and this is the cost of items in his local supermarket.ItemCostCheese£3.70Melon£2.25Strawberries£2.75Crisps£4.55Eggs£1.95 What is the cost of the cheese and the cake to the nearest pound?For both of these items we round up because they both have tenths above 5.Cheese = £4Eggs = £2Now we’ve rounded the cost of the cheese and eggs to the nearest pound, what is the approximate total cost of the cheese and eggs?",Estimating money
"4 +2 = £6 Estimating costs can also help us work out how much change we'll receive.Joe wants to buy strawberries, crisps and melon.Approximately how much change will he receive if he pays with £20?Round the items to the nearest pound Add the approximate cost (the rounded numbers) of all of the items together Subtract this from 20Is your answer £10?",Estimating money
